1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Identifier,Key_Value_Driver,KVDName,Client,Country,Product,Channel,Parent_Category,Child_Category,Metrics,MonthCY,MonthLY,MTDCYplan,MTDDifferenceActuals,MTDDev%Actuals,Deviation metrics,3 mnths Avg CY,3 mnths Avg LY,Dev %,YTD 2015,YTD 2014,PlanYTD2015,DifferenceYTDActuals,YTDDev %Actuals,MTDDifferenceplan,MTDDev%plan,YTDDifferencePlan,YTDDev%plan,month,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,month-12,month-13,month-14,month-15,month-16,month-17,month-18,month-19,month-20,month-21,month-22,month-23,month-24,,,
Fortuna#NetGrossWin#SK#NA#Retail,Net Gross Win,NetGrossWin,Fortuna,SK,NA,Retail,,,EUR,1254504.35,1067794.34,910807.12,186710.01,17.50%,Positive,960276.24,1037244.42,-7.40%,9508370.8,10651015.36,8124233.8,-1142644.57,-10.70%,343697.23,37.70%,1384137,17.00%,1254504.35,1176060,935660,769108.73,1117008.44,896116.18,884999.78,1254525.64,1220387.68,1356234.86,1374693.21,882678.67,1067794.34,1214782.55,829156.37,1136925.31,1475319.2,564312.01,1427945.71,1489731.69,1445048.19,,,,,,,
Fortuna#NetGamingRevenue#SK#NA#Retail,Net Gaming Revenue,NetGamingRevenue,Fortuna,SK,NA,Retail,,,EUR,1228942.58,1046150.09,871232.12,182792.48,17.50%,Positive,940452.8,1005640.04,-6.50%,9286935.15,10358526.74,7735522.61,-1071591.59,-10.30%,357710.46,41.10%,1551412.54,20.10%,1228942.58,1153236.55,919431.91,748689.93,1083810.13,872070.71,860107.24,1222298.61,1198347.49,1336354.98,1357095.88,865426.83,1046150.09,1193796.24,776973.77,1105671,1388386.11,547758.39,1400966.04,1466609.51,1432215.59,,,,,,,
Fortuna#NetContribution#SK#NA#Retail,Net Contribution,NetContribution,Fortuna,SK,NA,Retail,,,EUR,1200855.83,1023392.87,843625.83,177462.96,17.30%,Positive,910980.13,976420.35,-6.70%,8972079.81,10031125.91,7415481.15,-1059046.1,-10.60%,357230.01,42.30%,1556598.66,21.00%,1200855.83,1130502.1,899535.09,702903.21,1013918.23,856067.99,819507.73,1182422.73,1166366.9,1293294.45,1327093.45,836975.06,1023392.87,1165230.9,740637.27,1051730.65,1323617.1,523205.47,1378680.55,1414142.87,1410488.22,,,,,,,
Fortuna#BonusCostAs%OfNetGrossWin#SK#NA#Retail,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,SK,NA,Retail,,,%,2.04%,2.03%,4.30%,0,0.50%,Positive,0.02,0.03,-37.00%,2.33%,2.75%,4.78%,0,-15.20%,-0.02,-53.10%,-0.02,-51.30%,2.04%,1.94%,1.73%,2.65%,2.97%,2.68%,2.81%,2.57%,1.81%,1.47%,1.28%,1.95%,2.03%,1.73%,6.29%,2.75%,5.89%,2.93%,1.89%,1.55%,0.89%,,,,,,,
Fortuna#RevenueShare(NetGrossWinshare)#SK#NA#Retail,Revenue Share (Net Gross Win share),RevenueShare(NetGrossWinshare),Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,47.40%,44.60%,N/A,0.03,6.30%,Positive,0.44,0.46,-6.30%,46.34%,48.54%,47.64%,-0.02,-4.50%,N/A,N/A,-0.01,-2.70%,47.45%,43.22%,41.87%,45.47%,53.27%,54.81%,49.43%,44.57%,42.23%,46.22%,46.54%,43.39%,44.64%,47.20%,47.46%,49.71%,48.29%,38.47%,53.36%,51.01%,51.20%,,,,,,,
Fortuna#UniqueActivePlayers#SK#NA#Retail,Unique Active Players,UniqueActivePlayers,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,#,10014,10439,7099.21,-425,-4.10%,Negative,8338.33,10267.33,-18.80%,87793,100512,73126.9,-12719,-12.70%,2914.79,41.10%,14666.1,20.10%,10014,9025,8172,7818,10112,9961,10902,10971,10818,10989,11010,11189,10439,9919,10444,10664,14221,10519,11336,12130,10840,,,,,,,
Fortuna#Database#SK#NA#Retail,Database,Database,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,#,10014,10439,N/A,-425,-4.10%,Negative,8338.33,10267.33,-18.80%,87793,100512,N/A,-12719,-12.70%,N/A,N/A,N/A,N/A,10014,9025,8172,7818,10112,9961,10902,10971,10818,10989,11010,11189,10439,9919,10444,10664,14221,10519,11336,12130,10840,,,,,,,
Fortuna#FirstTimeDepositors#SK#NA#Retail,First Time Depositors,FirstTimeDepositors,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,#DIV/0!,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortuna#ActivePlayerDays#SK#NA#Retail,Active Player Days,ActivePlayerDays,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,#,79711,85342,N/A,-5631,-6.60%,Negative,68588,85256.33,-19.60%,728306,838616,N/A,-110310,-13.20%,N/A,N/A,N/A,N/A,79711,71506,68554,65704,86509,77290,95427,87380,96225,84620,92451,97794,85342,87235,83192,89694,100795,88317,105304,100209,98528,,,,,,,
Fortuna#NetGrossWinPerUniqueActivePlayer#SK#NA#Retail,Net Gross Win Per Unique Active Player,NetGrossWinPerUniqueActivePlayer,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,33.67,33.74,N/A,-0.07,-0.20%,Positive,37.7,34.67,8.70%,108.3,105.97,N/A,2.34,2.20%,N/A,N/A,N/A,N/A,33.67,40.49,35.86,36.76,42.34,23.39,31.85,34.93,41.45,39.21,39.87,0.36,33.74,44.34,25.93,40.74,39.2,22.18,43.6,45.94,43,,,,,,,
Fortuna#StakeAmountPerActivePlayerDays#SK#NA#Retail,Stake Amount Per Active Player Days,StakeAmountPerActivePlayerDays,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,16.28,16.84,N/A,-0.57,-3.40%,Negative,15.22,16.25,-6.30%,53.57,52.84,N/A,0.73,1.40%,N/A,N/A,N/A,N/A,16.28,15.2,14.55,15.89,16.89,16.18,16.41,17.51,17.07,18.07,17.18,16.78,16.84,15.49,16.4,15.93,18.53,17.56,16.86,16.45,16.2,,,,,,,
Fortuna#NetGrossWinMargin#SK#NA#Retail,Net Gross Win Margin,NetGrossWinMargin,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,28.80%,23.53%,22.61%,0.05,22.40%,Positive,0.28,0.24,15.60%,24.37%,24.03%,21.19%,0,1.40%,0.06,27.40%,0.03,15.00%,28.80%,30.96%,30.29%,23.08%,23.16%,19.88%,17.03%,25.78%,24.17%,26.91%,26.29%,16.27%,23.53%,29.20%,20.23%,26.09%,27.24%,10.90%,24.48%,28.29%,26.42%,,,,,,,
Fortuna#PlayerYield#SK#NA#Retail,Player Yield,PlayerYield,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,31.12,31.67,N/A,-0.55,-1.70%,Positive,112.02,98.32,13.90%,33.05,34.95,N/A,-1.9,-5.40%,N/A,N/A,N/A,N/A,122.72,127.78,112.51,95.76,107.18,87.55,78.89,111.41,110.77,121.61,123.26,77.35,100.22,120.35,74.39,103.68,97.63,52.07,123.59,120.91,132.12,,,,,,,
Fortuna#PlayerChurnRate#SK#NA#Retail,Player Churn Rate,PlayerChurnRate,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,-11.00%,-5.20%,N/A,-0.06,109.00%,Positive,0.03,0.01,317.90%,4.65%,-6.48%,N/A,0.11,-171.70%,N/A,N/A,N/A,N/A,-10.96%,-10.44%,-4.53%,22.69%,-1.52%,8.63%,0.63%,-1.41%,1.56%,0.19%,1.60%,-7.18%,-5.24%,5.03%,2.06%,25.01%,-35.19%,7.21%,6.55%,-11.90%,,,,,,,,
Fortuna#StakeAmountAnonymousPlayers#SK#NA#Retail,Stake Amount Anonymous Players,StakeAmountAnonymousPlayers,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,3057891.01,3100495.93,N/A,-42604.92,-1.40%,Positive,2363842.5,2881043.15,-18.00%,27141138.8,30294632.31,N/A,-3153493.51,-10.40%,N/A,N/A,N/A,N/A,3057891.01,2712000,2091608.02,2287919.47,3361953.63,3256928.47,3629315.96,3336295.52,3407226.71,3511469.45,3639653.86,3784112.56,3100495.93,2808118.69,2734514.84,2928704.48,3548148.24,3628038.43,4056582.97,3617837.21,3872191.52,,,,,,,
Fortuna#StakeAmountKnownPlayers#SK#NA#Retail,Stake Amount Known Players,StakeAmountKnownPlayers,Fortuna,SK,NA,Retail,,,EUR,1297428.45,1437370.85,N/A,-139942.4,-9.70%,Negative,1042913.46,1384447.81,-24.70%,11876187.43,14021731.97,N/A,-2145544.54,-15.30%,N/A,N/A,N/A,N/A,1297428.45,1087000,997391.98,1044348.4,1460867.04,1250517.92,1566100.75,1529941.47,1642591.43,1529051.31,1588454.21,1640703.1,1437370.85,1351690.05,1364282.54,1429197.02,1867743.38,1550557.89,1775826.91,1648426.6,1596636.73,,,,,,,
Fortuna#StakeAmountShare#SK#NA#Retail,Stake Amount Share,StakeAmountShare,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,18.20%,37.50%,0.23,-0.19,-51.40%,Positive,0.17,0.37,-55.10%,21.70%,38.60%,24.50%,-0.17,-43.70%,-0.04,-19.10%,-0.03,-11.40%,18.24%,16.76%,16.28%,17.30%,20.32%,22.22%,25.40%,32.06%,33.19%,35.77%,36.53%,36.70%,37.51%,37.55%,36.92%,36.69%,39.01%,40.26%,41.35%,40.05%,37.36%,,,,,,,
Fortuna#RetailAnonymousPlayerStakeShare#SK#NA#Retail,Retail Anonymous Player Stake Share,RetailAnonymousPlayerStakeShare,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,70.20%,68.30%,N/A,0.02,2.80%,Positive,0.69,0.68,2.60%,69.60%,68.40%,N/A,0.01,1.80%,N/A,N/A,N/A,N/A,70.21%,71.39%,67.71%,68.66%,69.71%,72.26%,69.86%,68.56%,67.47%,69.66%,69.62%,69.76%,68.32%,67.51%,66.72%,67.20%,65.51%,70.06%,69.55%,68.70%,70.80%,,,,,,,
Fortuna#RetailKnownPlayerStakeShare#SK#NA#Retail,Retail Known Player Stake Share,RetailKnownPlayerStakeShare,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,29.80%,31.70%,N/A,-0.02,-6.00%,Negative,0.31,0.32,-5.30%,30.40%,31.60%,N/A,-0.01,-3.80%,N/A,N/A,N/A,N/A,29.79%,28.61%,32.29%,31.34%,30.29%,27.74%,30.14%,31.44%,32.53%,30.34%,30.38%,30.24%,31.68%,32.49%,33.28%,32.80%,34.49%,29.94%,30.45%,31.30%,29.20%,,,,,,,
Fortuna#RetailChannelPlayerValues#SK#NA#Retail,Retail Channel Player Values,RetailChannelPlayerValues,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
Fortuna#MarketingSpend#SK#NA#Retail,Marketing Spend,MarketingSpend,Fortuna,SK,NA,Retail,,,EUR,-28086.74,-22757.22,-27606.29,-5329.52,23.40%,Positive,29472.67,29219.69,0.90%,-314855.34,-327400.83,-320041.46,12545.49,-3.80%,-480.45,1.70%,5186.11,-1.60%,28086.74,22734.45,19896.82,45786.72,69891.9,16002.72,40599.51,39875.89,31980.58,43060.53,30002.42,28451.77,22757.22,28565.34,36336.5,53940.35,64769.01,24552.92,22285.49,52466.64,21727.36,,,,,,,
Fortuna#PlayerFrequency#SK#NA#Retail,Player Frequency,PlayerFrequency,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,Ratio,7.96,8.18,N/A,-0.22,-2.60%,Negative,8.24,8.31,-0.90%,8.3,8.34,N/A,-0.05,-0.60%,N/A,N/A,N/A,N/A,7.96,7.92,8.39,8.4,8.56,7.76,8.75,7.96,8.89,7.7,8.4,8.74,8.18,8.79,7.97,8.41,7.09,8.4,9.29,8.26,9.09,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
Fortuna#BonusCost#SK#NA#Retail,Bonus Cost,BonusCost,Fortuna,SK,NA,Retail,,,EUR,-25561.78,-21644.25,-39575,-3917.53,18.10%,Negative,19823.44,31604.38,-37.30%,-221435.65,-292488.62,-388711.19,71052.97,-24.30%,14013.22,-35.40%,167275.55,-43.00%,25561.78,22823.45,16228.09,20418.8,33198.31,24045.46,24892.54,32227.03,22040.2,19879.88,17597.33,17251.84,21644.25,20986.3,52182.6,31254.31,86933.1,16553.62,26979.67,23122.18,12832.6,,,,,,,
Fortuna#AnonymousPlayerGrossWinAmount#SK#NA#Retail,Anonymous Player Gross Win Amount,AnonymousPlayerGrossWinAmount,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,EUR,1100801.97,901620.72,N/A,199181.25,22.10%,Positive,786819.73,855818.43,-8.10%,8013844.17,8662892.84,N/A,-649048.67,-7.50%,N/A,N/A,N/A,N/A,1100801.97,973393.2,768074,618992,890600,858576,755557,1071450,976400,1136040.28,1154152.25,1105649.26,901620.72,943425.7,722408.86,878144.36,1130703.86,548688.57,1177040.63,1149573.54,1211286.6,,,,,,,
Fortuna#AnonymousPlayerNetGrossWinAmount#SK#NA#Retail,Anonymous Player Net Gross Win Amount,AnonymousPlayerNetGrossWinAmount,Fortuna,SK,NA,Retail,,,EUR,917328.51,715590.96,N/A,201737.55,28.20%,Positive,644989.18,682955.84,-5.60%,6385375.85,6845214.9,N/A,-459839.06,-6.70%,N/A,N/A,N/A,N/A,917328.51,810673.2,642577.52,481716.83,688882.78,663160.29,537798.04,871272.27,771966.4,925352.11,935773.02,878602.51,715590.96,774938.58,558337.97,702422.09,917814.97,331006.26,933645.65,932503.31,978955.11,,,,,,,
Fortuna#AnonymousPlayerRevenueShare#SK#NA#Retail,Anonymous Player Revenue Share,AnonymousPlayerRevenueShare,Fortuna,SK,NA,Retail,,,%,73.10%,67.00%,N/A,0.06,9.10%,Positive,0.67,0.66,1.10%,67.20%,64.30%,N/A,0.03,4.50%,N/A,N/A,N/A,N/A,73.10%,68.90%,68.70%,62.60%,61.70%,74.00%,60.80%,69.50%,63.30%,68.20%,68.10%,99.50%,67.00%,63.80%,67.30%,61.80%,62.20%,58.70%,65.40%,62.60%,67.70%,,,,,,,
Fortuna#AnonymousPlayerMargins#SK#NA#Retail,Anonymous Player Margins,AnonymousPlayerMargins,Fortuna,SK,NA,Retail,Retail Customer Model,Retail Customer Model,%,30.00%,23.10%,N/A,0.07,30.00%,Positive,0.27,0.24,14.90%,23.50%,22.60%,N/A,0.01,4.10%,N/A,N/A,N/A,N/A,30.00%,29.90%,30.70%,21.10%,20.50%,20.40%,14.80%,26.10%,22.70%,26.40%,25.70%,23.20%,23.10%,27.60%,20.40%,24.00%,25.90%,9.10%,23.00%,25.80%,25.30%,,,,,,,
Fortuna#KnownPlayerNetGrossWinAmount#SK#NA#Retail,Known Player Net Gross Win Amount,KnownPlayerNetGrossWinAmount,Fortuna,SK,NA,Retail,,,EUR,337175.84,352203.38,N/A,-15027.54,-4.30%,Negative,315287.06,354288.58,-11.00%,3122994.95,3805800.46,N/A,-682805.51,-17.90%,N/A,N/A,N/A,N/A,337175.84,365386.8,293082.48,287391.9,428125.66,232955.89,347201.73,383253.37,448421.28,430882.75,438920.19,4076.16,352203.38,439843.97,270818.4,434503.22,557504.24,233305.75,494300.06,557228.38,466093.08,,,,,,,
Fortuna#StakeAmount#SK#NA#Online,Stake Amount,StakeAmount,Fortuna,SK,NA,Online,Online Customer Model,Online Customer Model,EUR,19517810.42,7558316.17,13825957.09,11959494.25,158.20%,Positive,16895666.67,7159112.5,136.00%,140623884,70472369.23,118128658.6,70151514.79,99.50%,5691853.33,41.20%,22495225.46,19.00%,19517810.42,18874000,15885000,15928000,18908000,15775613.6,15259000,10313000,10163460,9050503.6,9084020.32,9356875.9,7558316.17,6917188.28,7001833.04,7518191.59,8468680.9,7683839.78,8271328.86,7884186.04,9168804.57,,,,,,,
Fortuna#WebStakeAmount#SK#NA#Online,Web Stake Amount,WebStakeAmount,Fortuna,SK,NA,Online,Mobile Customer Model,Mobile Customer Model,EUR,11020965.41,4667494.64,N/A,6353470.77,136.10%,Positive,8317177.93,4483889.22,85.50%,78158204.38,48025108.33,N/A,30133096.05,62.70%,N/A,N/A,N/A,N/A,11020965.41,9030411.02,7495039.8,8426082.97,10637905.51,9439297.23,9260016.47,6209295,6639190.97,5623534.11,5572815.41,5666392.71,4667494.64,4408169.17,4376003.85,5036449.31,5732928.16,5311160.83,5845232.69,5764610.63,6883059.05,,,,,,,
Fortuna#MobileStakeAmount#SK#NA#Online,Mobile Stake Amount,MobileStakeAmount,Fortuna,SK,NA,Online,Average Revenue per User,Channel Mix,EUR,8512735,2890821.53,N/A,5621913.47,194.50%,Positive,8567213.09,2675223.09,220.20%,62473807.67,22447260.33,N/A,40026547.34,178.30%,N/A,N/A,N/A,N/A,8512735,9799878.79,8404449.79,7497310.69,8312392,6311747.25,5999821.97,4105957.26,3529514.92,3426957.79,3511204.91,3690483.19,2890821.53,2509019.11,2625828.62,2481742.28,2735752.74,2372678.95,2426096.17,2119575.41,2285745.52,,,,,,,
Fortuna#StakeAmountShare#SK#NA#Online,Stake Amount Share,StakeAmountShare,Fortuna,SK,NA,Online,Online Average Revenue per User,Online Channel Mix,%,81.80%,62.50%,0.77,0.19,30.80%,Positive,0.83,0.63,32.80%,78.30%,61.40%,75.50%,0.17,27.50%,0.04,5.60%,0.03,3.70%,81.80%,83.20%,83.70%,82.70%,79.70%,77.80%,74.60%,67.90%,66.80%,64.20%,63.50%,63.30%,62.50%,62.40%,63.10%,63.30%,61.00%,59.70%,58.60%,60.00%,62.60%,,,,,,,
Fortuna#WebStakeAmountShare#SK#NA#Online,Web Stake Amount Share,WebStakeAmountShare,Fortuna,SK,NA,Online,Online Average Revenue per User,Online Channel Mix,%,56.50%,61.80%,N/A,-0.05,-8.60%,Negative,0.49,0.63,-21.30%,55.60%,68.10%,N/A,-0.13,-18.40%,N/A,N/A,N/A,N/A,56.50%,47.80%,47.20%,52.90%,56.30%,59.80%,60.70%,60.20%,65.30%,62.10%,61.30%,60.60%,61.80%,63.70%,62.50%,67.00%,67.70%,69.10%,70.70%,73.10%,75.10%,,,,,,,
Fortuna#MobileStakeAmountShare#SK#NA#Online,Mobile Stake Amount Share,MobileStakeAmountShare,Fortuna,SK,NA,Online,,,%,43.60%,38.20%,N/A,0.05,14.00%,Positive,0.51,0.37,35.60%,44.40%,31.90%,N/A,0.13,39.50%,N/A,N/A,N/A,N/A,43.60%,51.90%,52.90%,47.10%,44.00%,40.00%,39.30%,39.80%,34.70%,37.90%,38.70%,39.40%,38.20%,36.30%,37.50%,33.00%,32.30%,30.90%,29.30%,26.90%,24.90%,,,,,,,
Fortuna#GrossWin#SK#NA#Online,Gross Win,GrossWin,Fortuna,SK,NA,Online,,,EUR,2560557.7,1777939.01,1817043.7,782618.69,44.00%,Positive,2269666.67,1629900.48,39.30%,19448454.65,15517896.75,16015524.25,3930557.9,25.30%,743514,40.90%,3432930.4,21.40%,2560557.7,2679000,2252000,1878000,2114000,1685457.82,1821000,2178841.36,2279597.77,2120862.09,2124200.15,1712882.65,1777939.01,1773765.15,1337997.29,1601095.88,2087993.3,1363580.11,1744250.54,1903601.43,1927674.04,,,,,,,
Fortuna#BettingTax#SK#NA#Online,Betting Tax,BettingTax,Fortuna,SK,NA,Online,,,EUR,-1171068.63,-453498.97,-829557.43,-717569.66,158.20%,Negative,-1013740,-429546.75,136.00%,-8437433.04,-4228342.15,-7087719.51,-4209090.89,99.50%,-341511.2,41.20%,-1349713.53,19.00%,-1171068.63,-1132440,-953100,-955680,-1134480,-946536.82,-915540,-618780,-609807.6,-543030.22,-545041.22,-561412.55,-453498.97,-415031.3,-420109.98,-451091.5,-508120.85,-461030.39,-496279.73,-473051.16,-550128.27,,,,,,,
Fortuna#NetGrossWin#SK#NA#Online,Net Gross Win,NetGrossWin,Fortuna,SK,NA,Online,Online Customer Model,Online Customer Model,EUR,1389489.07,1324440.04,987486.27,65049.04,4.90%,Positive,1255926.67,1200353.73,4.60%,11011021.61,11289554.59,8927804.73,-278532.98,-2.50%,402002.8,40.70%,2083216.87,23.30%,1389489.07,1546560,1298900,922320,979520,738921,905460,1560061.36,1669790.17,1577831.88,1579158.93,1151470.09,1324440.04,1358733.86,917887.31,1150004.39,1579872.44,902549.73,1247970.81,1430550.27,1377545.76,,,,,,,
Fortuna#WebNetGrossWin#SK#NA#Online,Web Net Gross Win,WebNetGrossWin,Fortuna,SK,NA,Online,Mobile Customer Model,Mobile Customer Model,EUR,795376.71,891017.87,N/A,-95641.17,-10.70%,Negative,681416.12,806939.38,-15.60%,6398893.58,7986635.66,N/A,-1587742.08,-19.90%,N/A,N/A,N/A,N/A,795376.71,870484.18,645395.23,528368.96,533237.19,376817.45,538063.48,1019406.77,1091743.61,930920.8,1075485.75,1030864.59,891017.87,921155.79,608644.49,744006.62,1165404.53,593295.7,933103.8,1060033.67,1069973.19,,,,,,,
Fortuna#MobileNetGrossWin#SK#NA#Online,Mobile Net Gross Win,MobileNetGrossWin,Fortuna,SK,NA,Online,,,EUR,609422.22,432649.18,N/A,176773.04,40.90%,Positive,563974.35,392743.39,43.60%,4607928.61,3238991.97,N/A,1368936.64,42.30%,N/A,N/A,N/A,N/A,609422.22,627742.2,666636.78,397544.08,511564.43,318131.72,360879.63,529281.25,586726.29,641951.5,504283.7,125410.54,432649.18,436333.55,309247.44,378355.48,414466.14,305854.18,314580.96,341417.21,306087.83,,,,,,,
Fortuna#NetGamingRevenue#SK#NA#Online,Net Gaming Revenue,NetGamingRevenue,Fortuna,SK,NA,Online,,,EUR,1294734.03,1266736.92,944579.53,27997.11,2.20%,Positive,1191760.2,1123835.59,6.00%,10245284.78,10522522.29,8500645.97,-277237.52,-2.60%,350154.51,37.10%,1744638.8,20.50%,1294734.03,1466938.71,1250802.09,857539.8,859418.31,647022.47,817855.24,1452507.62,1598466.52,1514342.42,1526812.91,1102388.76,1266736.92,1308389.35,796380.49,1069546.85,1348927.7,854766.02,1173305.55,1365273.35,1339196.06,,,,,,,
Fortuna#Netcontribution#SK#NA#Online,Net contribution,Netcontribution,Fortuna,SK,NA,Online,,,EUR,1203725.2,1208476.99,858692.82,-4751.79,-0.40%,Positive,1105758.39,1053979.65,4.90%,9318636.61,9738170.15,7535218.18,-419533.54,-4.30%,345032.39,40.20%,1783418.43,23.70%,1203725.2,1394584.12,1180978.55,741712.51,656569.14,595409.18,699941.23,1334026.64,1511690.03,1415382.22,1455517.33,1030282.01,1208476.99,1240317.92,713144.03,941460.15,1198329.95,804636.13,1123890.11,1222704.67,1285210.21,,,,,,,
Fortuna#RevenueShare#SK#NA#Online,Revenue Share,RevenueShare,Fortuna,SK,NA,Online,,,%,52.60%,55.40%,52.00%,-0.03,-5.10%,Negative,0.56,0.54,5.50%,53.66%,51.46%,52.36%,0.02,4.30%,0.01,1.00%,0.01,2.50%,52.60%,56.80%,58.10%,54.50%,46.70%,45.20%,50.60%,55.40%,57.80%,53.80%,53.50%,56.60%,55.40%,52.80%,52.50%,50.30%,51.70%,61.50%,46.60%,49.00%,48.80%,,,,,,,
Fortuna#OnlineWebRevenueShare#SK#NA#Online,Online Web Revenue Share,OnlineWebRevenueShare,Fortuna,SK,NA,Online,,,%,57.20%,67.30%,N/A,-0.1,-14.90%,Negative,0.54,0.67,-18.90%,58.10%,70.70%,N/A,-0.13,-17.90%,N/A,N/A,N/A,N/A,57.20%,56.30%,49.70%,57.30%,54.40%,51.00%,59.40%,65.30%,65.40%,59.00%,68.10%,89.50%,67.30%,67.80%,66.30%,64.70%,73.80%,65.70%,74.80%,74.10%,77.70%,,,,,,,
Fortuna#OnlineMobileRevenueShare#SK#NA#Online,Online Mobile Revenue Share,OnlineMobileRevenueShare,Fortuna,SK,NA,Online,,,%,43.90%,32.70%,N/A,0.11,34.30%,Positive,0.45,0.33,37.10%,41.80%,28.70%,N/A,0.13,45.90%,N/A,N/A,N/A,N/A,43.90%,40.60%,51.30%,43.10%,52.20%,43.10%,39.90%,33.90%,35.10%,40.70%,31.90%,10.90%,32.70%,32.10%,33.70%,32.90%,26.20%,33.90%,25.20%,23.90%,22.20%,,,,,,,
Fortuna#UniqueActivePlayers#SK#NA#Online,Unique Active Players,UniqueActivePlayers,Fortuna,SK,NA,Online,Online Customer Model,Online Customer Model,#,30274,25086,"22,087",5188,20.70%,Positive,23469.67,23585,-0.50%,265866,262966,220592.48,2900,1.10%,8187.46,37.10%,45273.52,20.50%,30274,26195,21925,22289,32471,28767,29992,30565,29785,26900,27885,27364,25086,22672,22997,25907,31780,26685,28351,31888,27623,,,,,,,
Fortuna#WebUniqueActivePlayers#SK#NA#Online,Web Unique Active Players,WebUniqueActivePlayers,Fortuna,SK,NA,Online,Mobile Customer Model,Mobile Customer Model,#,25328,22287,N/A,3041,13.60%,Positive,19486.33,20955.67,-7.00%,214815,220432,N/A,-5617,-2.50%,N/A,N/A,N/A,N/A,25328,21754,18230,18475,27306,24703,26013,26722,26284,23815,24666,24244,22287,20238,20342,23077,28596,24350,26149,29522,25871,,,,,,,
Fortuna#MobileUniqueActivePlayers#SK#NA#Online,Mobile Unique Active Players,MobileUniqueActivePlayers,Fortuna,SK,NA,Online,Online Customer Model,Online Customer Model,#,14777,9652,N/A,5125,53.10%,Positive,10991,8788.33,25.10%,118004,88656,N/A,29348,33.10%,N/A,N/A,N/A,N/A,14777,12566,9988,10419,15902,13687,14297,13419,12949,11589,11959,11761,9652,8384,8329,9867,11694,9909,10153,11064,9604,,,,,,,
Fortuna#Database#SK#NA#Online,Database,Database,Fortuna,SK,NA,Online,,,#,30274,25086,N/A,5188,20.70%,Positive,23469.67,23585,-0.50%,252263,242989,N/A,9274,3.80%,N/A,N/A,N/A,N/A,30274,26195,21925,22289,32471,28767,29992,30565,29785,26900,27885,27364,25086,22672,22997,25907,31780,26685,28351,31888,27623,,,,,,,
Fortuna#WebDatabase#SK#NA#Online,Web Database,WebDatabase,Fortuna,SK,NA,Online,,,#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
Fortuna#Mobiledatabase#SK#NA#Online,Mobile database,Mobiledatabase,Fortuna,SK,NA,Online,,,#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
